# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_009497895.1	PRJNA497361	SAMN10255692	NA	representative genome	553151	553151	Pseudomonas pelagia	strain=Kongs-67	NA	latest	Complete Genome	Major	Full	2019-11-04	ASM949789v1	NCAOR	GCF_009497895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/497/895/GCA_009497895.1_ASM949789v1	NA	NA
GCA_001677275.1	PRJNA318805	SAMN04867928	NA	representative genome	553239	553239	Vibrio breoganii	strain=FF50	NA	latest	Complete Genome	Major	Full	2016-06-28	ASM167727v1	Massachusetts Institute of Technology	GCF_001677275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/275/GCA_001677275.1_ASM167727v1	NA	NA
GCA_002082195.1	PRJNA374466	SAMN06323804	NA	representative genome	553510	553510	Streptomyces gilvosporeus	strain=F607	NA	latest	Complete Genome	Major	Full	2017-04-10	ASM208219v1	Shandong Academy of Medical Sciences	GCF_002082195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/195/GCA_002082195.1_ASM208219v1	NA	NA
GCA_002157125.1	PRJNA285679	SAMN03755634	NA	na	553814	553814	Acidovorax carolinensis	strain=P4	NA	latest	Complete Genome	Major	Full	2017-05-24	ASM215712v1	University of North Carolina - Chapel Hill	GCF_002157125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/125/GCA_002157125.1_ASM215712v1	NA	NA
GCA_002157145.1	PRJNA285679	SAMN03755632	NA	representative genome	553814	553814	Acidovorax carolinensis	strain=NA3	NA	latest	Complete Genome	Major	Full	2017-05-24	ASM215714v1	University of North Carolina - Chapel Hill	GCF_002157145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/145/GCA_002157145.1_ASM215714v1	NA	assembly from type material
GCA_002157165.1	PRJNA285679	SAMN03755631	NA	na	553814	553814	Acidovorax carolinensis	strain=NA2	NA	latest	Complete Genome	Major	Full	2017-05-24	ASM215716v1	University of North Carolina - Chapel Hill	GCF_002157165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/165/GCA_002157165.1_ASM215716v1	NA	NA
GCA_002157185.1	PRJNA285679	SAMN03755633	NA	na	553814	553814	Acidovorax carolinensis	strain=P3	NA	latest	Complete Genome	Major	Full	2017-05-24	ASM215718v1	University of North Carolina - Chapel Hill	GCF_002157185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/185/GCA_002157185.1_ASM215718v1	NA	NA
GCA_007990635.1	PRJDB7856	SAMD00174169	NA	representative genome	554406	554406	Leptotrichia hongkongensis	strain=JMUB5056	NA	latest	Complete Genome	Major	Full	2019-07-25	ASM799063v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCF_007990635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/635/GCA_007990635.1_ASM799063v1	NA	NA
GCA_003065365.1	PRJNA295639	SAMN04086706	NA	representative genome	556054	556054	Polynucleobacter difficilis	strain=AM-8B5	NA	latest	Complete Genome	Major	Full	2018-04-23	ASM306536v1	University of Innsbruck	GCF_003065365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/065/365/GCA_003065365.1_ASM306536v1	NA	assembly from type material
GCA_000183665.1	PRJNA39273	SAMN02604277	NA	na	658172	556287	Candidatus Liberibacter solanacearum CLso-ZC1	strain=CLso-ZC1	NA	latest	Complete Genome	Major	Full	2010-12-03	ASM18366v1	USDA, ARS	GCF_000183665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/665/GCA_000183665.1_ASM18366v1	NA	NA
GCA_003355475.1	PRJNA483375	SAMN09737038	NA	representative genome	556288	556288	Brachybacterium saurashtrense	strain=DSM 23186	NA	latest	Complete Genome	Major	Full	2018-08-06	ASM335547v1	China National Rice Research Institute	GCF_003355475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/475/GCA_003355475.1_ASM335547v1	NA	assembly from type material
GCA_001887245.1	PRJNA341787	SAMN05728458	NA	representative genome	556325	556325	Neomicrococcus aestuarii	strain=B18	NA	latest	Complete Genome	Major	Full	2016-11-29	ASM188724v1	Southeast Chongqing Academy of Agricultural Sciences, Chongqing, 40030 P. R. China	GCF_001887245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/245/GCA_001887245.1_ASM188724v1	NA	NA
GCA_003798325.1	PRJNA231221	SAMN10228556	NA	representative genome	556499	556499	Propionibacterium acidifaciens	strain=FDAARGOS_576	NA	latest	Complete Genome	Major	Full	2018-11-20	ASM379832v1	US Food and Drug Administration	GCF_003798325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/325/GCA_003798325.1_ASM379832v1	NA	NA
GCA_002285635.2	PRJNA342323	SAMN07488153	NA	representative genome	558152	558152	Chryseobacterium piperi	strain=ATCC BAA-1782	NA	latest	Complete Genome	Major	Full	2017-10-18	ASM228563v2	FDA	GCF_002285635.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/635/GCA_002285635.2_ASM228563v2	NA	assembly from type material
GCA_011106835.1	PRJNA587689	SAMN13198336	NA	na	558541	558541	Shewanella chilikensis	strain=DC57	NA	latest	Complete Genome	Major	Full	2020-03-10	ASM1110683v1	Curtin University	GCF_011106835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/106/835/GCA_011106835.1_ASM1110683v1	NA	NA
GCA_010731775.1	PRJDB7717	SAMD00153211	NA	representative genome	560555	560555	Mycobacterium mantenii	strain=JCM 18113	NA	latest	Complete Genome	Major	Full	2020-02-06	ASM1073177v1	Department of Infection Metagenomics, Osaka University	GCF_010731775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/731/775/GCA_010731775.1_ASM1073177v1	NA	assembly from type material
GCA_004421025.1	PRJNA527186	SAMN11130262	NA	representative genome	561061	561061	Sphingobacterium psychroaquaticum	strain=SJ-25	NA	latest	Complete Genome	Major	Full	2019-03-27	ASM442102v1	Inner Mongolia University	GCF_004421025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/421/025/GCA_004421025.1_ASM442102v1	NA	NA
GCA_011405015.1	PRJDB9188	SAMD00200669	NA	na	561184	561184	Mameliella alba	strain=KU6B	NA	latest	Complete Genome	Major	Full	2020-03-04	ASM1140501v1	Department of Life Science & Biotechnology, Kansai University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/405/015/GCA_011405015.1_ASM1140501v1	NA	NA
GCA_001895885.1	PRJNA353573	SAMN06016472	NA	representative genome	561879	561879	Bacillus safensis	strain=KCTC 12796BP	NA	latest	Complete Genome	Major	Full	2016-12-09	ASM189588v1	Macrogen, Inc.	GCF_001895885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/885/GCA_001895885.1_ASM189588v1	NA	NA
GCA_001938665.1	PRJNA320863	SAMN04958657	NA	na	561879	561879	Bacillus safensis	strain=U14-5	NA	latest	Complete Genome	Major	Full	2017-01-06	ASM193866v1	New England Biolabs	GCF_001938665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/665/GCA_001938665.1_ASM193866v1	NA	NA
GCA_001938685.1	PRJNA320863	SAMN04958703	NA	na	561879	561879	Bacillus safensis	strain=U41	NA	latest	Complete Genome	Major	Full	2017-01-06	ASM193868v1	New England Biolabs	GCF_001938685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/685/GCA_001938685.1_ASM193868v1	NA	NA
GCA_001938705.1	PRJNA320863	SAMN04958521	NA	na	561879	561879	Bacillus safensis	strain=U17-1	NA	latest	Complete Genome	Major	Full	2017-01-06	ASM193870v1	New England Biolabs	GCF_001938705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/705/GCA_001938705.1_ASM193870v1	NA	NA
GCA_002077215.1	PRJNA353942	SAMN06030516	NA	na	561879	561879	Bacillus safensis	strain=BRM1	NA	latest	Complete Genome	Major	Full	2017-04-03	ASM207721v1	Universidade Federal do Parana	GCF_002077215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/077/215/GCA_002077215.1_ASM207721v1	NA	NA
GCA_008244765.1	PRJNA560751	SAMN12612896	NA	na	561879	561879	Bacillus safensis	strain=PgKB20	NA	latest	Complete Genome	Major	Full	2019-09-03	ASM824476v1	Korea Research Institute of Bioscience and Biotechnology	GCF_008244765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/244/765/GCA_008244765.1_ASM824476v1	NA	NA
GCA_009363095.1	PRJNA578216	SAMN13053093	NA	representative genome	562959	562959	Paenibacillus cellulositrophicus	strain=KACC 16577	NA	latest	Complete Genome	Major	Full	2019-10-27	ASM936309v1	Kyungpook National University	GCF_009363095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/363/095/GCA_009363095.1_ASM936309v1	NA	NA
GCA_002843505.1	PRJNA421716	SAMN08150386	NA	na	563169	563169	Bacillus sp. SJ-10	strain=SJ-10	NA	latest	Complete Genome	Major	Full	2017-12-17	ASM284350v1	Pukyong National University	GCF_002843505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/843/505/GCA_002843505.1_ASM284350v1	NA	NA
GCA_002067135.1	PRJNA378889	SAMN06554015	NA	representative genome	564064	564064	Spirosoma rigui	strain=KCTC 12531	NA	latest	Complete Genome	Major	Full	2017-03-21	ASM206713v1	Seoul Women's University	GCF_002067135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/067/135/GCA_002067135.1_ASM206713v1	NA	assembly from type material
GCA_002910725.2	PRJNA384120	SAMN06828995	NA	na	565560	565560	Streptomyces sp. SM17	strain=SM17	NA	latest	Complete Genome	Major	Full	2018-05-21	ASM291072v2	University College Cork, Ireland	GCF_002910725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/910/725/GCA_002910725.2_ASM291072v2	NA	NA
GCA_007858975.2	PRJNA556543	SAMN12359392	NA	na	568768	568768	Dickeya sp. NCPPB 569	strain=NCPPB 569	NA	latest	Complete Genome	Major	Full	2019-11-12	ASM785897v2	University LYON1	GCF_007858975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/858/975/GCA_007858975.2_ASM785897v2	NA	NA
GCA_004135935.1	PRJNA419673	SAMN08095357	NA	representative genome	569860	569860	Methylovirgula ligni	strain=BW863	NA	latest	Complete Genome	Major	Full	2019-02-04	ASM413593v1	Chungbuk National University	GCF_004135935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/935/GCA_004135935.1_ASM413593v1	NA	assembly from type material
GCA_009688945.1	PRJDB8884	SAMD00190778	NA	representative genome	571177	571177	Desulfosarcina alkanivorans	strain=PL12	NA	latest	Complete Genome	Major	Full	2019-11-07	ASM968894v1	The Institute of Low Temperature Science, Hokkaido University	GCF_009688945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/688/945/GCA_009688945.1_ASM968894v1	NA	assembly from type material
GCA_002025625.1	PRJNA357031	SAMN06130960	NA	representative genome	571256	571256	Ochrobactrum pituitosum	strain=AA2	NA	latest	Complete Genome	Major	Full	2017-03-13	ASM202562v1	Harvard University	GCF_002025625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/625/GCA_002025625.1_ASM202562v1	NA	NA
GCA_000418305.1	PRJNA209108	SAMN02603914	NA	na	571800	571800	Psychrobacter sp. G	strain=G	NA	latest	Complete Genome	Major	Full	2013-07-05	ASM41830v1	The First Institute of Oceanography, SOA	GCF_000418305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/305/GCA_000418305.1_ASM41830v1	NA	NA
GCA_001190945.1	PRJNA278633	SAMN03421079	NA	representative genome	571913	571913	Luteipulveratus mongoliensis	strain=MN07-A0370	NA	latest	Complete Genome	Major	Full	2015-08-03	ASM119094v1	Novartis	GCF_001190945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/190/945/GCA_001190945.1_ASM119094v1	NA	assembly from type material
GCA_001020985.1	PRJNA282348	SAMN03568800	NA	representative genome	571915	571915	Corynebacterium mustelae	strain=DSM 45274	NA	latest	Complete Genome	Major	Full	2015-06-05	ASM102098v1	Bielefeld University	GCF_001020985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/020/985/GCA_001020985.1_ASM102098v1	NA	assembly from type material
GCA_000148425.1	PRJNA32613	SAMN00017482	NA	na	573062	573062	Thermoanaerobacter sp. X513	strain=X513	NA	latest	Complete Genome	Major	Full	2010-09-23	ASM14842v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000148425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/425/GCA_000148425.1_ASM14842v1	NA	NA
GCA_000219045.1	PRJNA67139	SAMN02603541	NA	representative genome	573569	573569	Francisella salina	strain=TX07-7308	NA	latest	Complete Genome	Major	Full	2011-06-20	ASM21904v1	Los Alamos National Laboratory	GCF_000219045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/045/GCA_000219045.1_ASM21904v1	NA	assembly from type material
GCA_001895265.1	PRJNA67141	SAMN05464625	NA	representative genome	573570	573570	Francisella uliginis	strain=TX07-7310	NA	latest	Complete Genome	Major	Full	2016-12-09	ASM189526v1	Los Alamos National Laboratory	GCF_001895265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/265/GCA_001895265.1_ASM189526v1	NA	assembly from type material
GCA_002288365.1	PRJNA327031	SAMN05296534	NA	na	573600	573600	Candidatus Planktophila limnetica	NA	MMS-VB-114	latest	Complete Genome	Major	Full	2017-09-08	ASM228836v1	University of Zurich	GCF_002288365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/288/365/GCA_002288365.1_ASM228836v1	NA	NA
GCA_000972785.3	PRJNA262701	SAMN03085480	NA	representative genome	573737	573737	Pandoraea oxalativorans	strain=DSM 23570	NA	latest	Complete Genome	Major	Full	2016-06-15	ASM97278v3	University of Malaya	GCF_000972785.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/972/785/GCA_000972785.3_ASM97278v3	NA	assembly from type material
GCA_000442645.1	PRJNA172964	SAMN02603057	NA	representative genome	1224163	575200	Corynebacterium maris DSM 45190	strain=DSM 45190	NA	latest	Complete Genome	Major	Full	2013-08-01	ASM44264v1	CeBiTec, Bielefeld University	GCF_000442645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/645/GCA_000442645.1_ASM44264v1	NA	assembly from type material
GCA_000019745.1	PRJNA19991	SAMN02598428	NA	representative genome	452638	576610	Polynucleobacter necessarius STIR1	strain=STIR1	NA	latest	Complete Genome	Major	Full	2008-03-28	ASM1974v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000019745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/745/GCA_000019745.1_ASM1974v1	NA	NA
GCA_900095175.1	PRJEB15088	SAMEA4378223	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP5	latest	Complete Genome	Major	Full	2017-06-21	PPGSP_Eda1_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900095175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/175/GCA_900095175.1_PPGSP_Eda1_chr	NA	NA
GCA_900095195.1	PRJEB15088	SAMEA4378222	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP4	latest	Complete Genome	Major	Full	2017-06-21	PPGSP_Eae5_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900095195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/195/GCA_900095195.1_PPGSP_Eae5_chr	NA	NA
GCA_900095205.1	PRJEB15088	SAMEA4378224	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP6	latest	Complete Genome	Major	Full	2017-06-21	PPGSP_Eoc1_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900095205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/205/GCA_900095205.1_PPGSP_Eoc1_chr	NA	NA
GCA_900095215.1	PRJEB15088	SAMEA4378225	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP7	latest	Complete Genome	Major	Full	2017-06-21	PPGSP_Ewo1_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900095215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/215/GCA_900095215.1_PPGSP_Ewo1_chr	NA	NA
GCA_900096755.1	PRJEB15088	SAMEA4378226	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP8	latest	Complete Genome	Major	Full	2017-06-21	Fsp1.4_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900096755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/755/GCA_900096755.1_Fsp1.4_chr	NA	NA
GCA_900096765.1	PRJEB15088	SAMEA4378219	NA	na	576610	576610	Polynucleobacter necessarius	NA	PPGSP1	latest	Complete Genome	Major	Full	2017-06-21	PPGSP_Eae1_chr	UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY	GCF_900096765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/765/GCA_900096765.1_PPGSP_Eae1_chr	NA	NA
GCA_000016345.1	PRJNA16679	SAMN02598371	NA	representative genome	312153	576611	Polynucleobacter asymbioticus QLW-P1DMWA-1	strain=QLW-P1DMWA-1	NA	latest	Complete Genome	Major	Full	2007-04-12	ASM1634v1	DOE Joint Genome Institute	GCF_000016345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/345/GCA_000016345.1_ASM1634v1	NA	assembly from type material
GCA_001874545.1	PRJNA266917	SAMN04575156	NA	na	576611	576611	Polynucleobacter asymbioticus	strain=MWH-RechtKolB	NA	latest	Complete Genome	Major	Full	2016-11-10	ASM187454v1	University of Innsbruck	GCF_001874545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/545/GCA_001874545.1_ASM187454v1	NA	NA
GCA_001874565.1	PRJNA295639	SAMN04086670	NA	na	576611	576611	Polynucleobacter asymbioticus	strain=MWH-RechtKol4	NA	latest	Complete Genome	Major	Full	2016-11-10	ASM187456v1	University of Innsbruck	GCF_001874565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/565/GCA_001874565.1_ASM187456v1	NA	NA
GCA_001874585.1	PRJNA295639	SAMN04083114	NA	na	576611	576611	Polynucleobacter asymbioticus	strain=Tro8F10W22	NA	latest	Complete Genome	Major	Full	2016-11-10	ASM187458v1	University of Innsbruck	GCF_001874585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/585/GCA_001874585.1_ASM187458v1	NA	NA
GCA_007904085.1	PRJNA557809	SAMN12419044	NA	representative genome	522448	577489	Euhalothece natronophila Z-M001	strain=Z-M001	NA	latest	Complete Genome	Major	Full	2019-08-08	ASM790408v1	Chungnam National Univ.	GCF_007904085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/904/085/GCA_007904085.1_ASM790408v1	NA	NA
GCA_000017425.1	PRJNA13624	SAMN02598310	NA	representative genome	315749	580165	Bacillus cytotoxicus NVH 391-98	strain=NVH 391-98	NA	latest	Complete Genome	Major	Full	2007-07-17	ASM1742v1	US DOE Joint Genome Institute	GCF_000017425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/425/GCA_000017425.1_ASM1742v1	NA	assembly from type material
GCA_002250885.2	PRJNA394959	SAMN07367963	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_38	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225088v2	University of Zurich	GCF_002250885.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/885/GCA_002250885.2_ASM225088v2	NA	NA
GCA_002250905.2	PRJNA394959	SAMN07367962	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_25	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225090v2	University of Zurich	GCF_002250905.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/905/GCA_002250905.2_ASM225090v2	NA	NA
GCA_002250925.2	PRJNA394959	SAMN07367961	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_23	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225092v2	University of Zurich	GCF_002250925.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/925/GCA_002250925.2_ASM225092v2	NA	NA
GCA_002250945.2	PRJNA394959	SAMN07367959	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_13	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225094v2	University of Zurich	GCF_002250945.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/945/GCA_002250945.2_ASM225094v2	NA	NA
GCA_002250965.2	PRJNA394959	SAMN07367958	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_4	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225096v2	University of Zurich	GCF_002250965.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/965/GCA_002250965.2_ASM225096v2	NA	NA
GCA_002251005.2	PRJNA394959	SAMN07367964	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_39	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225100v2	University of Zurich	GCF_002251005.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/005/GCA_002251005.2_ASM225100v2	NA	NA
GCA_002251025.2	PRJNA394959	SAMN07367960	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_15	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225102v2	University of Zurich	GCF_002251025.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/025/GCA_002251025.2_ASM225102v2	NA	NA
GCA_002251045.2	PRJNA394959	SAMN07367956	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_2	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225104v2	University of Zurich	GCF_002251045.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/045/GCA_002251045.2_ASM225104v2	NA	NA
GCA_002251055.2	PRJNA394959	SAMN07367955	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_1	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225105v2	University of Zurich	GCF_002251055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/055/GCA_002251055.2_ASM225105v2	NA	NA
GCA_002251115.2	PRJNA394959	SAMN07367957	NA	na	580165	580165	Bacillus cytotoxicus	strain=CH_3	NA	latest	Complete Genome	Major	Full	2018-05-18	ASM225111v2	University of Zurich	GCF_002251115.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/251/115/GCA_002251115.2_ASM225111v2	NA	NA
GCA_008000795.1	PRJNA415673	SAMN07831601	NA	representative genome	582702	582702	Rhodanobacter glycinis	strain=T01E-68	NA	latest	Complete Genome	Major	Full	2019-08-17	ASM800079v1	Rural development administration	GCF_008000795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/000/795/GCA_008000795.1_ASM800079v1	NA	NA
